2013-03-28,9.908333333333335
2013-03-29,0
2013-03-30,7.598055555555556
2013-03-31,8.781666666666666
2013-04-01,0
2013-04-02,9.008611111111112
2013-04-03,0
2013-04-04,9.70361111111111
2013-04-05,1.0730555555555557
2013-04-06,9.975555555555555
2013-04-07,2.3480555555555553
2013-04-08,1.9316666666666666
2013-04-09,2.2086111111111113
2013-04-10,1.1847222222222222
2013-04-11,8.984722222222222
2013-04-12,0
2013-04-13,6.698888888888889
2013-04-14,8.495277777777778
2013-04-15,1.185
2013-04-16,1.1255555555555556
2013-04-17,9.260277777777777
2013-04-18,6.667777777777777
2013-04-19,1.3586111111111112
2013-04-20,2.596111111111111
2013-04-21,10.988333333333333
2013-04-22,1.4461111111111111
2013-04-23,0
2013-04-24,8.040277777777778
2013-04-25,0
2013-04-26,2.246111111111111
2013-04-27,3.7536111111111112
2013-04-28,10.764444444444445
2013-04-29,5.920277777777778
2013-04-30,7.4255555555555555
2013-05-01,6.674166666666666
2013-05-02,0
2013-05-03,7.830277777777778
2013-05-04,0
2013-05-05,0
2013-05-06,0
2013-05-07,4.830277777777778
2013-05-08,0
2013-05-09,0
2013-05-10,2.151111111111111
2013-05-11,0
2013-05-12,0
2013-05-13,0
2013-05-14,7.993611111111111
2013-05-15,0
2013-05-16,0
2013-05-17,0
2013-05-18,0
2013-05-19,0
2013-05-20,0
2013-05-21,0
2013-05-22,0
2013-05-23,1.9041666666666666
2013-05-24,0
2013-05-25,8.188611111111111
2013-05-26,5.440555555555555
2013-05-27,0
2013-05-28,7.378611111111111
2013-05-29,1.3319444444444444
2013-05-30,9.624444444444444
2013-05-31,2.8841666666666668
